Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST01735,23,Male,Maharashtra,Chemical,Tier-2,7.63,77.5,174,36,43,4,0,4,64,637,11,4,551,24,39,No,2,Not Placed,0
ST01736,22,Female,Delhi,Chemical,Tier-2,9.2,74.85,163,52,79,2,3,3,35,332,48,3,749,19,62,Yes,0,Placed,5.27
ST01737,23,Female,Uttar Pradesh,CSE,Tier-2,7.83,81,202,32,66,4,2,2,274,658,64,1,1658,36,61,No,1,Placed,11.12
ST01738,20,Female,Uttar Pradesh,Mechanical,Tier-1,6.62,69.59,174,27,69,2,0,3,58,402,31,2,892,15,66,No,2,Placed,5.39
ST01739,21,Female,Odisha,EEE,Tier-3,7.02,70.39,165,23,57,2,0,3,87,314,37,2,840,19,58,No,4,Not Placed,0
ST01740,22,Female,Gujarat,CSE,Tier-3,10,67.2,269,66,43,4,2,5,176,2368,28,3,1572,44,39,Yes,7,Placed,10.76
ST01741,20,Female,Karnataka,Mechanical,Tier-1,6.61,73.17,133,37,75,1,2,0,29,212,40,1,637,0,72,Yes,4,Placed,9.5
ST01742,20,Male,Assam,Mechanical,Tier-2,7.91,78.88,163,49,71,5,0,3,51,241,69,6,780,18,64,No,4,Not Placed,0
ST01743,18,Female,Tamil Nadu,EEE,Tier-3,9.27,88.48,104,46,52,4,1,5,75,260,72,0,473,19,42,Yes,2,Placed,3.73
ST01744,24,Male,Gujarat,AIML,Tier-2,6.46,64.75,234,29,49,1,0,7,57,557,18,3,1466,3,44,No,0,Placed,5.15
ST01745,22,Male,Gujarat,IT,Tier-2,8.85,80.17,229,48,52,4,1,7,137,609,38,6,1599,27,49,No,2,Placed,22.07
ST01746,22,Male,Haryana,ECE,Tier-3,8.7,80.63,195,29,48,8,2,6,64,332,39,2,676,8,47,No,1,Placed,5.66
ST01747,22,Male,Uttar Pradesh,CSE,Tier-3,7.13,63.87,213,38,64,4,1,4,89,433,32,4,1901,1,49,No,2,Placed,8.24
ST01748,21,Female,Gujarat,CSE,Tier-2,5.91,64.54,278,27,69,5,1,5,73,1033,43,1,1523,20,58,Yes,1,Placed,12.26
ST01749,21,Male,Delhi,Mechanical,Tier-3,7.88,66.92,100,24,53,5,0,1,58,255,19,1,395,8,44,No,0,Not Placed,0
ST01750,21,Male,Uttar Pradesh,CSE,Tier-3,7.29,65.61,191,32,55,5,1,2,107,1000,51,2,1431,23,38,No,2,Not Placed,0
ST01751,22,Male,Madhya Pradesh,CSE,Tier-2,7.36,70.78,174,34,56,3,1,0,,1188,17,1,1674,11,52,No,3,Placed,23
ST01752,20,Male,Tamil Nadu,CSE,Tier-3,7.94,70.56,233,32,11,5,1,4,68,427,18,3,1519,32,33,No,5,Not Placed,0
ST01753,23,Male,Karnataka,CSE,Tier-2,7.53,73.97,227,58,45,3,1,3,158,499,17,3,1094,23,44,Yes,6,Placed,12.18
ST01754,22,Female,West Bengal,AIML,Tier-1,6.42,74.93,208,47,60,5,0,5,96,737,15,6,1271,9,59,No,1,Placed,11.1
ST01755,20,Male,Karnataka,Mechanical,Tier-3,7.27,77.41,115,36,51,5,2,5,39,391,12,0,721,23,46,No,2,Placed,2.53
ST01756,21,Male,Haryana,Mechanical,Tier-2,7.83,80.55,106,47,27,3,0,2,61,754,21,3,459,21,24,No,2,Not Placed,0
ST01757,20,Male,Tamil Nadu,CSE,Tier-2,7.94,73.54,229,38,72,8,1,7,57,577,78,2,1886,30,64,No,1,Placed,10.49
ST01758,25,Male,Uttar Pradesh,EEE,Tier-3,8.45,73.45,255,45,34,8,1,4,104,448,20,2,1044,22,47,No,2,Placed,7.23
ST01759,23,Male,Gujarat,CSE,Tier-2,5.87,60.16,207,40,64,6,0,6,117,701,38,1,1687,7,51,No,2,Placed,9.91
ST01760,24,Female,Kerala,CSE,Tier-1,8.63,82.5,304,34,58,5,1,5,67,513,22,4,1912,31,54,Yes,5,Placed,12.93
ST01761,20,Female,Gujarat,Mechanical,Tier-3,7.04,79.37,69,31,55,2,1,1,27,242,34,2,387,13,56,No,0,Not Placed,0
ST01762,20,Female,Maharashtra,Chemical,Tier-1,7.93,84.13,188,43,40,2,2,5,46,284,22,0,834,16,47,No,1,Placed,7.24
ST01763,20,Male,Tamil Nadu,AIML,Tier-2,8.26,78.62,242,31,46,6,5,5,97,1085,10,1,1682,21,47,No,0,Placed,21.58
ST01764,19,Male,Rajasthan,Mechanical,Tier-3,6.72,68.24,83,40,68,1,1,2,67,283,36,0,673,21,61,No,4,Not Placed,0
ST01765,19,Female,Madhya Pradesh,IT,Tier-3,7.04,64.93,173,52,41,4,0,5,163,470,12,3,1742,19,34,No,1,Not Placed,0
ST01766,19,Other,West Bengal,Mechanical,Tier-2,8,66.2,211,52,34,3,3,3,53,374,31,2,700,23,44,No,0,Placed,4.42
ST01767,25,Male,Delhi,EEE,Tier-2,7.01,58.71,120,47,58,3,1,1,51,289,44,2,807,0,58,Yes,0,Placed,2.77
ST01768,19,Female,Uttar Pradesh,ECE,Tier-3,7.65,81.67,115,31,48,3,0,2,42,212,41,1,465,26,51,No,3,Not Placed,0
ST01769,20,Male,Telangana,Mechanical,Tier-2,6.6,73.8,174,34,46,2,1,0,64,307,9,2,683,22,45,No,3,Not Placed,0
ST01770,23,Male,Uttar Pradesh,Mechanical,Tier-2,8.54,93.7,136,60,67,3,1,5,60,464,42,3,690,38,50,No,2,Placed,9.9
ST01771,21,Other,Maharashtra,Chemical,Tier-3,8.01,74.78,139,29,40,4,0,3,86,534,42,1,663,9,45,No,0,Not Placed,0
ST01772,22,Female,Maharashtra,IT,Tier-3,6.72,71.89,203,19,37,5,1,2,65,829,15,1,1695,10,38,No,3,Placed,10.12
ST01773,22,Other,Delhi,Chemical,Tier-3,8.29,79.07,147,45,59,2,1,10,34,281,22,2,387,17,48,Yes,4,Not Placed,0
ST01774,23,Male,Telangana,Civil,Tier-1,8.12,80.18,222,41,53,2,4,3,86,415,41,1,1070,34,50,No,1,Placed,12.05
ST01775,22,Male,Karnataka,ECE,Tier-3,6.55,66.24,104,50,37,2,1,0,34,354,0,1,549,15,47,No,2,Not Placed,0
ST01776,21,Female,Madhya Pradesh,ECE,Tier-3,7.95,75.14,290,57,92,3,3,2,80,478,65,1,1057,12,67,No,5,Placed,8.41
ST01777,22,Female,Karnataka,Civil,Tier-3,7.97,80.9,167,43,63,4,0,2,53,234,35,1,983,20,58,No,0,Placed,7.36
ST01778,21,Male,Gujarat,EEE,Tier-1,6.42,81.66,123,31,89,3,1,2,44,256,24,1,867,17,74,No,4,Placed,9.43
ST01779,20,Male,Punjab,IT,Tier-3,5.3,60.55,145,23,49,2,1,3,84,491,27,0,1232,11,54,No,3,Placed,1.53
ST01780,21,Male,Haryana,CSE,Tier-3,7.02,73.82,169,24,39,4,0,5,128,581,46,3,1108,9,40,Yes,3,Not Placed,0
ST01781,20,Male,Haryana,AIML,Tier-3,6.74,72.2,193,28,31,3,1,6,42,454,0,0,1369,16,29,No,1,Not Placed,0
ST01782,22,Female,Punjab,AIML,Tier-3,7.9,73.35,260,26,46,2,1,2,79,396,39,2,1923,26,57,No,4,Placed,11.21
ST01783,20,Male,Telangana,CSE,Tier-1,7.2,80.11,286,35,34,8,1,4,187,1084,11,5,1663,33,44,Yes,2,Placed,10.02
ST01784,20,Male,Delhi,Mechanical,Tier-3,6.85,87.88,60,29,17,2,0,1,63,242,0,3,410,28,28,No,2,Not Placed,0
ST01785,20,Male,Kerala,IT,Tier-3,8.9,81.05,282,55,42,4,0,4,139,1183,3,2,1609,42,53,No,1,Placed,11.31
ST01786,23,Male,Uttar Pradesh,CSE,Tier-3,8.43,71.52,193,58,44,3,0,3,129,1364,43,2,1738,27,42,No,5,Placed,9.28
ST01787,20,Male,West Bengal,IT,Tier-2,6.22,59.92,229,38,50,5,0,2,262,1317,11,4,1569,17,52,No,2,Not Placed,0
ST01788,22,Male,Karnataka,CSE,Tier-2,8.66,77.2,205,53,64,4,1,6,92,462,39,1,1462,13,55,Yes,5,Placed,9.54
ST01789,23,Female,Andhra Pradesh,EEE,Tier-3,8.7,84.44,258,58,39,3,3,3,83,536,41,0,1075,22,41,Yes,3,Placed,11.97
ST01790,19,Male,Karnataka,ECE,Tier-2,7.4,72.22,131,40,63,3,1,2,30,353,50,2,908,20,58,No,3,Not Placed,0
ST01791,22,Male,West Bengal,Chemical,Tier-3,7.03,74.32,84,66,49,6,1,0,19,271,30,4,565,22,57,No,2,Not Placed,0
ST01792,20,Male,Uttar Pradesh,EEE,Tier-3,5.76,82.11,38,38,44,3,0,2,37,175,35,0,521,5,46,Yes,0,Not Placed,0
ST01793,20,Male,Karnataka,Mechanical,Tier-2,6.38,74.94,129,27,37,3,1,5,53,219,43,0,426,12,47,No,3,Not Placed,0
ST01794,22,Male,Uttar Pradesh,IT,Tier-1,7.67,74.95,300,34,95,6,2,2,110,526,49,3,2290,7,69,Yes,4,Placed,21.33
ST01795,23,Female,Gujarat,Mechanical,Tier-2,7.12,63.36,74,27,80,4,0,2,32,355,50,0,625,13,72,No,2,Not Placed,0
ST01796,20,Male,Madhya Pradesh,Mechanical,Tier-2,7.23,78.76,140,39,50,4,0,3,49,255,41,2,532,15,52,No,1,Not Placed,0
ST01797,21,Male,Maharashtra,Chemical,Tier-2,7.82,78.94,135,24,72,5,1,2,33,208,38,4,637,24,65,No,4,Not Placed,0
ST01798,20,Male,Karnataka,EEE,Tier-2,9.03,84.67,184,46,64,3,1,4,42,297,54,4,727,25,54,No,1,Placed,4.75
ST01799,21,Male,Gujarat,Civil,Tier-3,6.87,63.2,214,2,64,2,1,2,91,364,4,2,1085,9,63,No,2,Not Placed,0
ST01800,22,Male,Andhra Pradesh,Civil,Tier-3,6.87,71.76,187,53,39,4,2,6,77,362,25,1,878,16,51,Yes,2,Placed,3.27
ST01801,21,Male,Tamil Nadu,Civil,Tier-3,7.26,77.28,107,37,70,3,0,0,43,266,19,0,650,17,60,No,2,Not Placed,0
ST01802,22,Male,West Bengal,EEE,Tier-2,7.3,63.07,95,71,33,1,2,2,97,344,12,2,541,23,31,No,1,Placed,9.95
ST01803,20,Male,Kerala,AIML,Tier-2,8.96,79.59,227,49,25,3,3,7,83,414,37,3,1818,34,39,No,1,Placed,11.02
ST01804,22,Female,Tamil Nadu,EEE,Tier-3,7.2,80.65,129,36,45,5,1,4,27,332,33,2,643,12,36,No,3,Not Placed,0
ST01805,22,Male,Telangana,Chemical,Tier-2,8.29,72.04,106,31,46,5,3,1,28,253,0,5,446,1,41,No,2,Placed,5.06
ST01806,22,Female,Maharashtra,Chemical,Tier-3,9.57,88.04,148,50,58,4,2,2,31,458,74,0,508,17,48,Yes,3,Placed,6.45
ST01807,19,Male,Bihar,Chemical,Tier-3,8.85,78.5,129,73,24,4,2,5,40,379,46,2,682,27,23,Yes,0,Placed,9.7
ST01808,21,Male,Punjab,ECE,Tier-1,7.61,75.04,171,44,66,0,1,4,45,278,30,2,891,12,65,No,2,Placed,9.6
ST01809,21,Male,Telangana,Mechanical,Tier-3,6.97,79.2,86,51,39,1,1,3,52,188,32,2,709,22,45,No,6,Not Placed,0
ST01810,19,Male,Uttarakhand,ECE,Tier-3,6.56,66.2,57,35,72,3,0,2,15,379,31,2,682,19,56,No,0,Not Placed,0
ST01811,20,Female,Karnataka,Mechanical,Tier-3,7.46,64.81,152,59,26,6,0,2,61,250,4,2,703,20,45,No,0,Placed,9.84
ST01812,21,Female,Rajasthan,ECE,Tier-2,6.18,67.91,142,43,77,0,1,2,40,188,56,0,545,14,72,No,2,Placed,5.83
ST01813,22,Female,Rajasthan,IT,Tier-2,9.42,82.45,387,42,73,2,3,1,127,813,56,1,2447,43,65,No,0,Placed,10.03
ST01814,20,Male,Haryana,ECE,Tier-1,7.31,75.83,214,47,62,2,3,3,73,535,25,2,756,11,50,No,0,Placed,11.14
ST01815,23,Female,Gujarat,IT,Tier-2,7.55,76.38,182,55,63,2,1,4,71,472,,1,1712,15,61,No,0,Placed,11
ST01816,21,Male,Karnataka,ECE,Tier-3,7.6,69.11,160,13,61,2,1,1,52,242,23,2,803,27,55,Yes,3,Placed,4.44
ST01817,22,Female,Maharashtra,Mechanical,Tier-2,6.5,74.13,140,25,54,2,0,1,42,643,23,6,683,23,50,No,4,Not Placed,0
ST01818,21,Male,Karnataka,AIML,Tier-2,8.37,76.05,338,24,69,2,1,7,225,1121,22,1,2242,15,61,No,3,Placed,22.68
ST01819,21,Female,Kerala,Mechanical,Tier-2,7.92,86.04,134,54,48,6,1,1,62,396,42,4,805,14,46,No,1,Placed,5
ST01820,21,Female,Uttar Pradesh,CSE,Tier-2,7.29,79.55,225,47,69,2,0,5,93,471,,2,1672,23,61,No,5,Placed,8.28
ST01821,24,Male,Andhra Pradesh,CSE,Tier-2,7.84,78.74,263,40,49,6,3,3,68,392,32,2,1985,10,50,No,2,Placed,9.34
ST01822,21,Other,Maharashtra,AIML,Tier-1,7.7,73.37,292,40,59,2,2,6,99,689,46,3,2089,28,58,Yes,6,Placed,10.07
ST01823,21,Female,Telangana,AIML,Tier-2,7.51,71.54,285,43,67,3,2,4,155,1171,45,3,2136,19,65,No,2,Placed,10.89
ST01824,21,Female,Uttar Pradesh,Civil,Tier-3,6.8,70.18,89,40,30,1,1,2,66,229,0,2,526,14,35,No,0,Not Placed,0
ST01825,22,Male,Andhra Pradesh,Mechanical,Tier-2,7.62,76.32,142,72,76,2,1,3,86,348,34,2,602,8,57,No,2,Placed,4.64
ST01826,19,Male,Uttar Pradesh,EEE,Tier-2,7.88,82.06,118,39,51,2,0,2,40,239,19,2,759,14,41,No,0,Not Placed,0
ST01827,21,Female,Maharashtra,Mechanical,Tier-3,6.67,61.08,61,37,57,4,0,2,30,145,30,2,688,23,57,No,2,Not Placed,0
ST01828,21,Male,Maharashtra,EEE,Tier-2,7.77,71.34,140,50,55,2,2,4,145,384,21,0,715,18,60,No,1,Placed,4.57
ST01829,24,Female,Bihar,Civil,Tier-3,5.73,77.07,33,42,57,1,1,2,26,144,43,1,549,19,59,No,1,Not Placed,0
ST01830,21,Male,Delhi,ECE,Tier-2,8.58,73.46,164,48,48,3,2,3,,247,17,1,819,15,52,No,1,Not Placed,0
ST01831,21,Male,West Bengal,CSE,Tier-2,6.48,64.82,148,38,61,3,2,1,68,619,64,2,1231,13,57,No,5,Placed,5.43
ST01832,24,Female,Madhya Pradesh,Civil,Tier-1,6.31,77.66,206,33,57,1,4,2,84,314,25,2,968,5,56,Yes,3,Placed,2.61
ST01833,21,Male,Andhra Pradesh,ECE,Tier-1,7.35,77.02,189,36,100,1,1,3,53,477,39,3,891,25,71,No,2,Placed,5.29
ST01834,20,Female,Delhi,Chemical,Tier-3,7.57,75.76,104,78,38,6,2,5,99,537,36,2,690,31,49,No,3,Placed,2.81
ST01835,20,Female,Andhra Pradesh,Civil,Tier-2,7.27,77.54,111,40,68,5,2,4,40,207,19,1,766,19,63,Yes,0,Not Placed,0
ST01836,19,Male,Karnataka,IT,Tier-2,8.22,74.3,286,65,40,1,1,0,67,552,29,1,2036,18,37,No,1,Placed,6.65
ST01837,18,Male,Tamil Nadu,Chemical,Tier-2,7.32,73.68,153,36,38,1,3,2,59,270,0,1,578,19,37,Yes,4,Placed,7.76
ST01838,21,Male,Kerala,CSE,Tier-1,7.61,75,269,28,72,4,0,4,93,843,46,6,2273,22,59,Yes,4,Placed,21.15
ST01839,22,Male,Uttar Pradesh,EEE,Tier-3,7.27,70.98,232,21,0,2,0,2,64,308,2,2,799,16,25,No,2,Not Placed,0
ST01840,22,Female,Karnataka,Mechanical,Tier-2,8.99,76.44,334,45,36,1,2,5,173,742,16,1,1202,10,47,No,3,Placed,12.17
ST01841,19,Male,Haryana,Civil,Tier-3,7.04,66.38,170,11,34,4,1,7,41,239,22,0,649,24,34,Yes,2,Not Placed,0
ST01842,21,Male,Maharashtra,ECE,Tier-1,9.93,78.27,268,72,71,1,3,6,56,342,36,1,1125,13,58,No,1,Placed,13.63
ST01843,20,Male,West Bengal,AIML,Tier-2,9.23,76.47,253,48,50,5,3,6,75,541,35,1,1878,23,38,No,2,Placed,5.78
ST01844,24,Male,Gujarat,CSE,Tier-2,6.54,57.85,160,37,30,3,0,5,90,382,0,3,1254,9,33,No,1,Not Placed,0
ST01845,20,Female,Tamil Nadu,ECE,Tier-2,8.34,80.9,134,33,51,3,1,4,49,393,30,2,604,18,52,Yes,2,Placed,9.93
ST01846,22,Male,Karnataka,ECE,Tier-3,6.88,73.88,61,18,46,3,0,1,32,241,0,2,390,20,52,No,4,Placed,8.91
ST01847,20,Male,Uttar Pradesh,IT,Tier-2,7.68,84.95,237,27,61,9,0,2,53,481,84,5,1877,14,72,No,2,Placed,6.11
ST01848,22,Male,Rajasthan,EEE,Tier-2,6.19,60.59,116,48,28,1,1,4,25,487,34,2,722,13,34,No,5,Placed,5.23
ST01849,21,Male,Kerala,ECE,Tier-2,7.48,66.84,117,52,54,6,1,3,31,294,9,1,634,14,53,Yes,3,Placed,9.85
ST01850,22,Male,Haryana,CSE,Tier-2,9.93,88.31,325,53,57,7,3,6,124,584,35,3,2126,19,45,No,1,Placed,11.35
ST01851,20,Female,Maharashtra,CSE,Tier-2,6.9,63.6,183,21,60,1,1,3,216,561,40,1,1512,17,54,No,2,Placed,7.44
ST01852,23,Male,Karnataka,Civil,Tier-1,8.46,76.74,188,47,71,5,2,4,70,482,29,0,1024,18,67,No,1,Placed,8.02
ST01853,21,Male,Delhi,Mechanical,Tier-3,7.54,72.39,92,56,55,5,1,2,25,157,41,2,575,8,45,Yes,5,Not Placed,0
ST01854,22,Male,Gujarat,ECE,Tier-3,6.98,83.05,61,62,63,2,0,5,33,312,39,1,520,24,66,No,2,Not Placed,0
ST01855,23,Female,Maharashtra,ECE,Tier-1,8.87,78,221,78,81,9,0,6,57,763,58,1,924,32,73,No,2,Placed,11.43
ST01856,25,Male,Karnataka,CSE,Tier-2,7.19,72.62,169,43,35,2,1,2,119,520,36,4,1598,10,37,Yes,8,Placed,12.95
ST01857,20,Male,Maharashtra,AIML,Tier-2,7.55,75.7,290,30,59,4,1,5,67,900,32,2,2016,8,70,Yes,3,Placed,12.06
ST01858,20,Female,Tamil Nadu,Civil,Tier-3,7.64,68.4,79,44,59,3,1,1,37,170,39,5,545,7,56,Yes,7,Placed,2.85
ST01859,20,Male,Gujarat,CSE,Tier-1,8.87,74.81,292,39,56,6,2,7,81,825,44,5,1740,27,50,Yes,7,Placed,22.76
ST01860,20,Female,Bihar,CSE,Tier-3,7.1,65.02,293,54,43,7,0,4,209,824,30,6,2131,11,34,No,0,Placed,21.27
ST01861,21,Female,Maharashtra,ECE,Tier-2,9.51,84.95,127,71,91,2,0,5,46,319,53,2,681,19,82,No,3,Placed,20.42
ST01862,25,Female,Telangana,Civil,Tier-2,6.06,74.22,72,29,51,4,0,2,36,239,25,0,705,8,49,No,3,Not Placed,0
ST01863,25,Male,Uttar Pradesh,IT,Tier-2,7.07,66.71,243,47,71,5,1,5,227,703,44,2,1486,13,62,No,0,Placed,23.06
ST01864,21,Male,Uttar Pradesh,EEE,Tier-2,8.64,75.82,171,62,72,2,0,4,54,572,41,1,775,14,57,No,2,Placed,8.82
ST01865,22,Female,Maharashtra,Civil,Tier-3,6.95,73.35,81,21,69,3,0,7,21,192,30,4,453,16,69,No,1,Not Placed,0
ST01866,23,Male,Tamil Nadu,Civil,Tier-3,7.58,64.55,155,55,70,3,0,4,40,399,36,0,662,15,49,No,5,Not Placed,0
ST01867,24,Male,Tamil Nadu,ECE,Tier-2,6.76,75.38,112,38,58,5,0,1,23,221,37,1,528,17,62,No,2,Not Placed,0
ST01868,20,Male,Gujarat,AIML,Tier-1,6.63,63.7,222,29,64,2,2,6,136,737,11,2,1672,3,61,Yes,5,Placed,41.64
ST01869,21,Male,West Bengal,EEE,Tier-2,7.14,61.01,219,21,54,1,1,1,46,437,65,2,1014,12,52,No,4,Not Placed,0
ST01870,23,Male,West Bengal,Chemical,Tier-2,8.23,76.73,107,49,59,3,1,3,54,589,33,2,666,29,45,Yes,6,Not Placed,0
ST01871,20,Female,Telangana,Mechanical,Tier-3,6.92,76.37,113,45,49,1,1,1,38,213,43,0,637,32,49,No,5,Not Placed,0
ST01872,21,Female,Tamil Nadu,Chemical,Tier-3,7.36,79.82,81,68,47,3,1,3,105,279,28,3,559,32,42,No,1,Not Placed,0
ST01873,25,Male,Karnataka,EEE,Tier-2,7.16,76.12,118,27,34,5,0,0,50,244,21,1,443,22,48,No,2,Placed,2.24
ST01874,25,Female,Maharashtra,CSE,Tier-3,8.01,70.86,211,59,60,3,1,2,52,351,13,3,1738,9,56,Yes,4,Placed,7.16
ST01875,23,Female,Karnataka,ECE,Tier-3,6.07,82.36,42,49,39,4,2,1,10,347,14,1,521,14,41,No,2,Not Placed,0
ST01876,22,Male,Karnataka,Civil,Tier-2,7.49,74.4,202,35,58,3,1,2,124,455,34,3,709,25,52,Yes,5,Not Placed,0
ST01877,20,Female,Chhattisgarh,CSE,Tier-2,7.29,66.82,283,52,48,6,0,9,229,683,15,2,1723,34,48,Yes,6,Placed,11.64
ST01878,20,Male,Chhattisgarh,EEE,Tier-1,7.06,79.36,192,20,46,6,3,4,54,308,25,2,928,15,47,Yes,6,Placed,10.46
ST01879,21,Male,Rajasthan,IT,Tier-3,8.47,79.12,237,72,37,7,0,5,143,1181,18,0,2101,10,35,No,2,Placed,7.52
ST01880,21,Male,Delhi,IT,Tier-1,6.36,84.57,296,31,79,6,3,5,128,1359,45,2,1945,19,76,No,4,Placed,20.58
ST01881,21,Male,West Bengal,ECE,Tier-3,7.74,85.6,89,32,27,1,0,4,24,356,0,2,664,16,33,No,2,Not Placed,0
ST01882,22,Male,Delhi,IT,Tier-3,7.82,72.24,243,41,47,2,1,3,57,308,34,3,1541,21,45,Yes,5,Placed,4.84
ST01883,21,Male,West Bengal,Chemical,Tier-2,7.25,64.65,139,40,64,1,1,3,64,232,45,2,689,20,60,No,2,Not Placed,0
ST01884,22,Male,Karnataka,IT,Tier-1,9.49,76.86,299,41,56,4,2,4,92,506,46,4,2271,33,61,No,3,Placed,13.49
ST01885,20,Male,Chhattisgarh,Mechanical,Tier-3,7.8,58.75,310,59,40,5,1,2,65,415,18,0,1008,18,40,No,3,Placed,2.75
ST01886,20,Male,Rajasthan,CSE,Tier-2,6.97,72.56,160,42,49,3,1,5,110,466,7,1,1104,0,47,Yes,2,Not Placed,0
ST01887,19,Female,Karnataka,IT,Tier-2,8.1,82.81,221,45,45,3,0,0,179,1207,38,5,1762,23,50,No,4,Not Placed,0
ST01888,20,Female,Telangana,CSE,Tier-3,7.03,72.67,166,23,29,3,4,4,50,285,9,5,1391,15,34,No,1,Placed,5.39
ST01889,23,Male,Punjab,AIML,Tier-2,7.24,76.51,196,49,53,6,0,2,83,666,53,8,1401,0,51,No,5,Placed,11.44
ST01890,21,Female,Madhya Pradesh,ECE,Tier-3,8.39,82.25,189,58,20,1,0,0,41,483,0,3,718,8,37,No,1,Not Placed,0
ST01891,20,Male,Uttar Pradesh,IT,Tier-2,8.04,86.19,274,50,53,2,3,4,81,896,0,0,1865,27,62,No,2,Placed,10.09
ST01892,22,Male,Telangana,CSE,Tier-1,8.74,79.14,310,47,76,5,2,6,241,836,39,3,2073,17,59,Yes,6,Placed,42.02
ST01893,21,Male,Tamil Nadu,Civil,Tier-1,5.72,66.78,156,24,63,3,1,2,47,261,50,1,992,22,53,No,2,Not Placed,0
ST01894,18,Male,Uttar Pradesh,Mechanical,Tier-2,7.89,71.24,147,46,61,2,0,7,48,262,34,1,431,18,62,No,2,Placed,2.85
ST01895,20,Male,Karnataka,Chemical,Tier-1,9.13,90.42,239,52,63,1,3,2,61,360,53,3,1124,16,62,No,2,Placed,8.23
ST01896,20,Female,Maharashtra,Mechanical,Tier-3,6.48,66.61,44,46,44,1,1,5,37,332,22,1,301,12,43,No,4,Not Placed,0
ST01897,22,Female,Uttar Pradesh,ECE,Tier-2,7.73,87.71,175,47,52,1,1,3,85,338,0,1,893,48,41,Yes,6,Placed,5.9
ST01898,20,Other,Telangana,ECE,Tier-1,7.65,72.17,278,18,79,6,0,2,64,441,,3,1016,7,72,No,3,Placed,8.59
ST01899,19,Female,Punjab,Chemical,Tier-3,8.05,69.91,95,49,59,1,1,2,34,134,50,2,859,26,63,Yes,2,Not Placed,0
ST01900,19,Male,Andhra Pradesh,ECE,Tier-3,6.98,75.32,162,31,57,2,2,3,55,596,25,1,960,6,54,No,1,Not Placed,0
ST01901,21,Male,Tamil Nadu,ECE,Tier-3,8.12,77.7,88,29,69,0,1,2,41,408,8,0,723,6,57,No,3,Placed,2.72
ST01902,18,Male,Telangana,IT,Tier-2,7.35,61.9,280,21,69,1,0,5,68,612,14,3,1754,17,66,No,4,Placed,8.65
ST01903,23,Male,Punjab,AIML,Tier-1,10,86.89,322,46,54,4,4,3,147,715,41,4,2006,26,54,Yes,0,Placed,35.77
ST01904,20,Female,Telangana,Civil,Tier-3,7.75,61.92,131,18,39,1,0,2,67,381,41,1,648,16,48,No,3,Not Placed,0
ST01905,21,Male,Andhra Pradesh,AIML,Tier-3,9.39,92.75,201,48,58,4,1,4,129,787,59,1,1463,27,51,No,2,Placed,11.59
ST01906,21,Male,Karnataka,CSE,Tier-2,8.15,66.13,207,59,60,5,0,3,44,577,34,0,1219,18,68,No,2,Placed,6.75
ST01907,21,Male,Maharashtra,Mechanical,Tier-3,7.12,74.86,150,38,64,2,0,6,71,306,23,2,592,28,59,Yes,2,Placed,5
ST01908,19,Female,Bihar,Civil,Tier-3,7.48,77.74,79,23,50,4,1,6,35,160,55,1,407,20,51,No,1,Not Placed,0
ST01909,22,Male,Tamil Nadu,Chemical,Tier-2,7.93,82.11,113,29,62,3,1,3,36,340,39,1,458,24,67,No,3,Not Placed,0
ST01910,23,Female,Tamil Nadu,EEE,Tier-3,5.5,57.54,89,58,68,2,0,0,48,276,31,1,657,7,70,No,1,Not Placed,0
ST01911,18,Male,Maharashtra,IT,Tier-1,8.66,81.38,373,50,45,3,3,6,167,730,,4,2500,16,39,Yes,3,Placed,22.53
ST01912,20,Male,Telangana,ECE,Tier-2,7.74,67.28,90,45,50,4,0,1,63,226,41,2,820,36,55,No,1,Placed,6.93
ST01913,23,Male,Rajasthan,CSE,Tier-2,8.06,77.55,188,44,71,4,2,2,100,564,23,4,1652,26,60,No,1,Placed,10.57
ST01914,21,Female,Gujarat,AIML,Tier-2,8.12,62.44,211,20,54,4,3,4,55,713,42,2,981,22,53,Yes,2,Placed,6.77
ST01915,20,Female,Kerala,Civil,Tier-2,6.5,74.46,195,12,59,1,3,5,44,451,24,1,976,11,50,Yes,5,Placed,2.1
ST01916,20,Male,Tamil Nadu,Civil,Tier-3,7.52,83.22,98,26,41,1,1,7,29,167,30,3,734,11,45,No,0,Not Placed,0
ST01917,22,Male,Tamil Nadu,AIML,Tier-3,7.45,71.86,158,31,56,5,2,5,51,706,52,3,1121,17,51,No,1,Placed,5.37
ST01918,22,Male,Odisha,IT,Tier-2,6.54,71.57,263,22,55,8,3,0,135,873,61,4,1726,12,51,No,0,Placed,10.75
ST01919,21,Male,Telangana,Chemical,Tier-2,8.83,82.58,192,46,49,4,2,3,52,308,22,2,831,15,47,No,0,Placed,6.68
ST01920,24,Male,Haryana,IT,Tier-2,9.19,81.78,245,63,64,6,5,8,123,447,2,3,1423,15,69,No,1,Placed,20.15
